inf,imm
71,866
70,867
69,868
69,869
69,869
69,869
69,870
69,870
69,870
69,870
67,872
66,873
64,875
64,875
62,877
62,877
62,877
62,877
62,877
61,878
60,879
60,879
59,880
59,880
59,880
58,881
58,881
59,881
59,881
59,881
58,882
58,882
57,883
57,883
57,883
56,884
56,884
55,885
54,886
53,887
53,888
53,888
52,889
52,890
51,891
51,891
51,891
51,891
50,892
49,893
48,894
47,896
47,896
46,897
46,897
46,897
43,900
43,900
43,900
43,900
43,900
42,901
40,903
40,903
39,904
38,905
38,905
37,906
37,906
37,906
36,907
35,908
35,908
34,909
34,909
33,910
33,910
33,910
32,911
31,912
31,912
31,912
30,913
29,914
29,914
28,915
28,915
28,915
28,915
28,915
28,915
26,917
23,920
23,920
22,921
22,921
21,922
19,924
19,924
18,925
18,925
17,926
17,926
17,926
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
16,927
15,928
15,928
15,928
15,928
14,929
14,929
14,929
14,929
14,929
13,930
12,931
12,931
12,931
12,931
12,931
11,932
11,932
11,932
11,932
11,932
11,932
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
10,933
9,934
9,934
9,934
9,934
9,934
8,935
8,935
8,935
8,935
8,935
8,935
8,935
8,935
8,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
9,935
10,935
9,936
9,936
9,936
9,936
9,936
9,936
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
8,937
7,938
6,939
6,939
6,939
6,939
6,939
6,939
6,939
6,939
6,939
6,939
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
5,940
4,941
4,941
4,941
4,941
4,941
4,941
4,941
4,941
4,941
4,941
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
3,942
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
2,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
3,943
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
2,944
